query,title,year,venue,doi,type
shadow detection robot vision,Stereo-Vision-Based Fire Detection and Suppression Robot for Buildings,2013,Geographic Information Systems,10.4018/978-1-4666-2038-4.ch048,book-chapter
shadow detection robot vision,A shadow detection method via online self-modeling,2013,SPIE Proceedings,10.1117/12.2031421,proceedings-article
shadow detection robot vision,Moving shadow detection and removal – a wavelet transform based approach,2014,IET Computer Vision,10.1049/iet-cvi.2014.0028,journal-article
shadow detection robot vision,CR‐Net: Robot grasping detection method integrating convolutional block attention module and residual module,2024,IET Computer Vision,10.1049/cvi2.12252,journal-article
shadow detection robot vision,Water Flow Detection in a Handwashing Task,2010,2010 Canadian Conference on Computer and Robot Vision,10.1109/crv.2010.30,proceedings-article
shadow detection robot vision,Object Detection and Distance Estimation of a Mobile Robot with Stereo Vision,2018,HELIX,10.29042/2018-4051-4055,journal-article
shadow detection robot vision,Object detection and tracking using iterative division and correlograms,2006,The 3rd Canadian Conference on Computer and Robot Vision (CRV'06),10.1109/crv.2006.52,proceedings-article
shadow detection robot vision,Subpixel Flow Detection by the Hough Transform,2001,Lecture Notes in Computer Science,10.1007/3-540-44690-7_18,book-chapter
shadow detection robot vision,Vision-based ZMP detection and stability evaluation in image plane for biped robot,2011,2011 IEEE International Conference on Mechatronics,10.1109/icmech.2011.5971232,proceedings-article
shadow detection robot vision,Automated Place Classification Using Object Detection,2010,2010 Canadian Conference on Computer and Robot Vision,10.1109/crv.2010.49,proceedings-article
shadow detection robot vision,IMAGE SEGMENTATION FOR OBJECT DETECTION ON A DEEPLY EMBEDDED MINIATURE ROBOT,2012,Proceedings of the International Conference on Computer Vision Theory and Applications,10.5220/0003852104410444,proceedings-article
shadow detection robot vision,Improving robot vision models for object detection through interaction,2014,2014 International Joint Conference on Neural Networks (IJCNN),10.1109/ijcnn.2014.6889556,proceedings-article
shadow detection robot vision,"Towards Real-Time Detection, Tracking and Classification of Natural Video",2016,2016 13th Conference on Computer and Robot Vision (CRV),10.1109/crv.2016.23,proceedings-article
shadow detection robot vision,Research on Robot Vision Detection Method for Scratch Defects of Flat Glass Based on Area Array CCD,2018,2018 3rd Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),10.1109/acirs.2018.8467247,proceedings-article
shadow detection robot vision,Computer Vision and Machine Learning Based Grape Fruit Cluster Detection and Yield Estimation Robot,2022,Journal of Scientific and Industrial Research (JSIR),10.56042/jsir.v81i08.57971,journal-article
shadow detection robot vision,Automotive Semi-specular Surface Defect Detection System,2018,2018 15th Conference on Computer and Robot Vision (CRV),10.1109/crv.2018.00047,proceedings-article
shadow detection robot vision,Automated Detection of Mitosis in Embryonic Tissues,2007,Fourth Canadian Conference on Computer and Robot Vision (CRV '07),10.1109/crv.2007.11,proceedings-article
shadow detection robot vision,Realization of convergent binocular vision algorithm for guiding robot localization,2025,"Fourth International Conference on Machine Vision, Automatic Identification, and Detection (MVAID 2025)",10.1117/12.3077326,proceedings-article
shadow detection robot vision,Object Boundary Detection in Ultrasound Images,2006,The 3rd Canadian Conference on Computer and Robot Vision (CRV'06),10.1109/crv.2006.51,proceedings-article
shadow detection robot vision,Shadow detection and removal based on the saliency map,2013,SPIE Proceedings,10.1117/12.2031134,proceedings-article
shadow detection robot vision,Generic Detection of Multi-Part Objects by High-Level Analysis,2006,The 3rd Canadian Conference on Computer and Robot Vision (CRV'06),10.1109/crv.2006.36,proceedings-article
shadow detection robot vision,People Tracking using Robust Motion Detection and Estimation,2005,The 2nd Canadian Conference on Computer and Robot Vision (CRV'05),10.1109/crv.2005.60,proceedings-article
shadow detection robot vision,Vision-Language Models for Robot Success Detection,2024,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v38i21.30552,journal-article
shadow detection robot vision,Shadow-Induced Jumping in Depth,2012,Journal of Vision,10.1167/12.9.898,journal-article
shadow detection robot vision,Real-Time Semantics-Based Detection of Suspicious Activities in Public Spaces,2012,2012 Ninth Conference on Computer and Robot Vision,10.1109/crv.2012.42,proceedings-article
self shadowing robotics,Self-oscillations of submerged liquid crystal elastomer beams driven by light and self-shadowing,2024,,10.21203/rs.3.rs-4822071/v1,posted-content
self shadowing robotics,Impact of self-shadowing on the Jovian Circumplanetary disk ice composition,2025,,10.5194/egusphere-egu25-15614,posted-content
self shadowing robotics,Simple self-shadowing in precise orbit determination of Copernicus Sentinel satellites,2023,,10.5194/egusphere-egu23-13569,posted-content
self shadowing robotics,Impact of self-shadowing on the Jovian Circumplanetary disk volatile ices distribution,2025,,10.5194/epsc-dps2025-611,posted-content
self shadowing robotics,Impact of Jupiter&amp;#8217;s heating and self-shadowing on its Circumplanetary disk structure,2024,,10.5194/epsc2024-203,posted-content
self shadowing robotics,Optical flow odometry with robustness to self-shadowing,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6048614,proceedings-article
self shadowing robotics,"Hardware Architecture Review of Swarm Robotics System: Self-Reconfigurability, Self-Reassembly, and Self-Replication",2013,ISRN Robotics,10.5402/2013/849606,journal-article
self shadowing robotics,Improving Motivation to Learn English in Japan with a Self-Study Shadowing Application,2017,Languages,10.3390/languages2040019,journal-article
self shadowing robotics,"Shadowing, asymptotic shadowing and s-limit shadowing",2019,Fundamenta Mathematicae,10.4064/fm492-5-2018,journal-article
self shadowing robotics,Impact of Jupiter's heating and self-shadowing on the structure of its circumplanetary disk&amp;#160;,2024,,10.5194/egusphere-egu24-8573,posted-content
self shadowing robotics,Preparing for a Shadowing Training,2021,Shadowing Multilingual Learners,10.4135/9781071818619.n7,book-chapter
self shadowing robotics,Optical flow odometry with robustness to self-shadowing,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,10.1109/iros.2011.6094670,proceedings-article
self shadowing robotics,Amplification of dust loading in Martian dust devils by self-shadowing,2016,Icarus,10.1016/j.icarus.2016.02.049,journal-article
self shadowing robotics,History and Context of Shadowing,2021,Shadowing Multilingual Learners,10.4135/9781071818619.n3,book-chapter
self shadowing robotics,How to Use the Shadowing Protocol,2021,Shadowing Multilingual Learners,10.4135/9781071818619.n8,book-chapter
self shadowing robotics,Self-shadowing effects on the thermal-structural response of orbiting trusses,1984,19th Thermophysics Conference,10.2514/6.1984-1765,proceedings-article
self shadowing robotics,Numerical Shadowing,2000,Shadowing in Dynamical Systems,10.1007/978-1-4757-3210-8_11,book-chapter
self shadowing robotics,Shadowing with… (Reading together…),2025,,10.18254/s6049896-5-4,monograph
self shadowing robotics,Shadowing near an invariant set,2006,Lecture Notes in Mathematics,10.1007/bfb0093185,book-chapter
self shadowing robotics,Comparative analysis of spacecraft self-shadowing algorithms,2026,Advances in Space Research,10.1016/j.asr.2026.02.031,journal-article
self shadowing robotics,Self-shadowing in ballistic fan formation from point seeds,2007,Physical Review B,10.1103/physrevb.75.245431,journal-article
self shadowing robotics,Numerical applications of shadowing,2006,Lecture Notes in Mathematics,10.1007/bfb0093188,book-chapter
self shadowing robotics,Evolutionary robotics: exploiting the full power of self-organization,1998,IEE Seminar on Self-Learning Robots II: Bio-Robotics,10.1049/ic:19980268,proceedings-article
self shadowing robotics,History and Context of Shadowing,2012,ELL Shadowing as a Catalyst for Change,10.4135/9781544308425.n3,book-chapter
self shadowing robotics,Analyzing and Reflecting on the Results of Shadowing,2021,Shadowing Multilingual Learners,10.4135/9781071818619.n9,book-chapter
self shadowing robotics,APPLYING THE REAL TIME SHADOWING METHOD FOR CREATING SOFT SHADOWS IN OPENGL,2018,"Facta Universitatis, Series: Automatic Control and Robotics",10.22190/fuacr1703253a,journal-article
self shadowing robotics,Shadowing for Pronunciation Development : Haptic-Shadowing and IPA-Shadowing,2018,The Journal of AsiaTEFL,10.18823/asiatefl.2018.15.1.11.167,journal-article
self shadowing robotics,Self-Shadowing Influence on the Reflection from a Random Stepped Surface,2002,Telecommunications and Radio Engineering,10.1615/telecomradeng.v57.i10-11.70,journal-article
self shadowing robotics,Modeling of Fading and Shadowing,2012,Fading and Shadowing in Wireless Systems,10.1007/978-1-4614-0367-8_4,book-chapter
self shadowing robotics,The Shadowing Theorem for Hyperbolic Sets of Diffeomorphisms,2000,Shadowing in Dynamical Systems,10.1007/978-1-4757-3210-8_4,book-chapter
self shadowing robotics,Self-Shadowing Bump Map Using 3D Texture Hardware,2002,Journal of Graphics Tools,10.1080/10867651.2002.10487568,journal-article
self shadowing robotics,Preparing for a Shadowing Training,2012,ELL Shadowing as a Catalyst for Change,10.4135/9781544308425.n7,book-chapter
self shadowing robotics,Next Steps and Follow-Up to Shadowing Multilingual Learners,2021,Shadowing Multilingual Learners,10.4135/9781071818619.n11,book-chapter
self shadowing robotics,Shadowing Theorems for Hyperbolic Sets of Differential Equations,2000,Shadowing in Dynamical Systems,10.1007/978-1-4757-3210-8_9,book-chapter
self shadowing robotics,Improving Lexical Stress in Korean English Learners: Self-correction vs. Shadowing,2025,Foreign Languages Education,10.15334/fle.2025.32.1.25,journal-article
self shadowing robotics,How to Use the Shadowing Protocol,2012,ELL Shadowing as a Catalyst for Change,10.4135/9781544308425.n8,book-chapter
self shadowing robotics,Clumpy-gas radiation hydrodynamics: Self-shadowing and cumuly optical depth,2026,Publications of the Astronomical Society of Japan,10.1093/pasj/psag012,journal-article
self shadowing robotics,Scalable Height Field Self‐Shadowing,2010,Computer Graphics Forum,10.1111/j.1467-8659.2009.01642.x,journal-article
self shadowing robotics,Heterogeneous self-reconfiguring robotics.,2014,,10.1349/ddlp.69,dissertation
self shadowing robotics,Analyzing and Reflecting on the Results of Shadowing,2012,ELL Shadowing as a Catalyst for Change,10.4135/9781544308425.n9,book-chapter
self shadowing robotics,Self shadowing and local illumination of randomly rough surfaces,2004,"Proceedings of the 2004 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, 2004. CVPR 2004.",10.1109/cvpr.2004.1315027,proceedings-article
self shadowing robotics,Modeling of Fading and Shadowing,2017,Fading and Shadowing in Wireless Systems,10.1007/978-3-319-53198-4_4,book-chapter
self shadowing robotics,Next Steps and Follow-up to ELL Shadowing,2012,ELL Shadowing as a Catalyst for Change,10.4135/9781544308425.n11,book-chapter
self shadowing robotics,SHADOWING EFFECT IN SELF-ALIGNED CONTACTS,1988,Le Journal de Physique Colloques,10.1051/jphyscol:19884106,journal-article
